fpas.placement_name,tpas.placement_name,fpas.impressions,tpas.impressions,fpas.clicks,tpas.clicks,fpas.event_datetime,tpas.event_datetime
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,1312,1321,0,0,3/16/16,3/16/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",1368,1090,0,0,3/16/16,3/16/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,6558,6747,0,1,3/16/16,3/16/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2598,2585,1,0,3/16/16,3/16/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,565,594,0,0,3/16/16,3/16/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,768,810,2,2,3/16/16,3/16/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,5306,5539,0,0,3/16/16,3/16/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,909,1000,2,2,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,1305,1306,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1546,1614,1,1,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,1287,1388,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1558,1705,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,1318,1444,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1534,1698,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1168,1233,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,1270,1349,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1326,1449,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1304,1422,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,1411,1474,1,1,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,1072,1161,2,2,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1198,1277,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,1404,1543,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1446,1653,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,1468,1598,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1366,1477,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1469,1596,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,1426,1549,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1413,1529,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1430,1460,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,1373,1736,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1537,1618,0,0,3/16/16,3/16/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1481,1165,0,0,3/16/16,3/16/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,1366,1431,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,1153,1196,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1094,1137,1,1,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,1426,1558,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,1363,1447,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1332,1424,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1356,1403,1,1,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,1492,1612,1,1,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,1539,1655,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1362,1421,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,1459,1438,0,0,3/17/16,3/17/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",1467,1172,0,0,3/17/16,3/17/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,6013,6434,2,1,3/17/16,3/17/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2861,2977,2,3,3/17/16,3/17/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,527,583,0,0,3/17/16,3/17/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,937,1003,1,0,3/17/16,3/17/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,5919,5917,1,1,3/17/16,3/17/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,972,1054,3,3,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,1480,1451,1,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1371,1432,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,1354,1433,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1469,1548,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,1426,1571,1,1,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1426,1558,1,1,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1126,1155,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,1332,1423,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1243,1322,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1211,1294,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,1470,1530,1,1,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,1186,1216,1,2,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1167,1237,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,1554,1718,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1299,1440,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,1526,1691,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1302,1436,1,1,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1360,1466,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,1439,1561,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1370,1400,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1312,1446,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,1492,1538,1,1,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1391,1453,0,0,3/17/16,3/17/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1385,1113,0,0,3/17/16,3/17/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,1083,1143,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,1097,1150,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1516,1610,1,1,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,1093,1196,1,1,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,1027,1119,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1423,1549,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1399,1558,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,988,1123,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,610,578,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1539,1671,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,995,1052,0,0,3/18/16,3/18/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",933,769,0,0,3/18/16,3/18/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,5230,5456,2,3,3/18/16,3/18/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2989,3215,0,0,3/18/16,3/18/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,439,412,0,0,3/18/16,3/18/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,659,553,0,1,3/18/16,3/18/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,6177,6320,1,1,3/18/16,3/18/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,877,874,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,803,894,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1614,1184,1,1,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,1023,1094,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1571,1725,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,965,1044,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1391,1569,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1302,1435,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,1129,1251,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1390,1535,0,1,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1465,1630,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,1064,1192,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,883,983,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1446,1589,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,1208,1400,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1569,1855,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,1122,1232,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1440,1556,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1355,1553,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,1100,1201,1,1,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1449,1582,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1676,969,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,1250,1368,1,1,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1401,1487,0,0,3/18/16,3/18/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1445,1144,0,0,3/18/16,3/18/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,1024,1099,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,1012,1079,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1524,1653,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,998,1117,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,873,942,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1497,1670,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1247,1330,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,1006,1124,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,521,470,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1490,1627,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,963,974,0,0,3/19/16,3/19/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",876,677,0,0,3/19/16,3/19/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,4967,5332,0,0,3/19/16,3/19/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2690,2873,2,2,3/19/16,3/19/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,640,655,0,0,3/19/16,3/19/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,816,886,2,2,3/19/16,3/19/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,6571,6537,1,1,3/19/16,3/19/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,1084,1125,2,2,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,743,802,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1677,1246,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,957,1017,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1664,1841,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,909,957,1,1,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1545,1739,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1344,1471,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,1062,1184,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1386,1537,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1458,1676,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,831,885,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,866,950,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1490,1601,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,906,968,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1734,1950,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,1150,1278,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1465,1632,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1363,1519,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,1059,1155,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1541,1707,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1630,1024,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,1100,1140,1,1,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1566,1582,1,0,3/19/16,3/19/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1425,1085,0,0,3/19/16,3/19/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,511,541,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,729,767,0,0,3/20/16,3/20/16
